web-scraper-order,web-scraper-start-url,base_link,base_link-href,superficie,price,adresse,img
"1740032256-4912","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-225m-diass-4551810","225","3 500 000 CFA","Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/4551810_uploaded_image1_1705585230.jpg""); width: 671px;"
"1740032260-4913","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-lac-rose-4506535","150","4 500 000 CFA","Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/4506535_uploaded_image1_1703017613.jpg""); width: 671px;"
"1740032262-4914","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-lac-rose-4506542","300","9 000 000 CFA","Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/4506542_uploaded_image1_1703018128.jpg""); width: 671px;"
"1740032266-4915","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-360m-nguekhokh-4552421","360 m2","5 500 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4552421_uploaded_image1_1705610337.jpg""); width: 671px;"
"1740032270-4916","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300m-castor-4506551","300","199 900 000 CFA","Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4506551_uploaded_image1_1703018984.jpg""); width: 671px;"
"1740032274-4917","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-632m-rue-harman-angra-4553287","632 m2","600 000 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4553287_uploaded_image1_1705665237.jpg""); width: 671px;"
"1740032277-4918","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-200m-rufisque-4553316","200","10 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4553316_uploaded_image1_1705666165.jpg""); width: 671px;"
"1740032280-4919","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-200-lots-tf-niaga-4512109","150","18 000 000 CFA","Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4512109_uploaded_image1_1703364633.jpg""); width: 671px;"
"1740032284-4920","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-3000m-mbour-4555230","3000","5 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4555230_uploaded_image1_1705769991.jpg""); width: 671px;"
"1740032289-4921","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-150m-yoff-4509912","150","70 000 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4509912_uploaded_image1_1703221210.jpg""); width: 671px;"
"1740032293-4922","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-500m-mermoz-sacre-coeur-4509927","500","250 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4509927_uploaded_image1_1703222427.jpg""); width: 671px;"
"1740032296-4923","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-155m-ngor-4509929","155","80 000 000 CFA","Ngor, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4509929_uploaded_image1_1703222633.jpg""); width: 671px;"
"1740032300-4924","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-mbao-4555841","","25 000 000 CFA","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4555841_uploaded_image1_1705836551.jpg""); width: 671px;"
"1740032304-4925","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-250m-dakar-4556031","250","17 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4556031_uploaded_image1_1705845604.jpg""); width: 671px;"
"1740032308-4926","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-180m-dakar-4556032","180","20 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4556032_uploaded_image1_1705845900.jpg""); width: 671px;"
"1740032311-4927","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-212m-sangalkam-niaga-4513528","212","7 000 000 CFA","Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4513528_uploaded_image1_1703521898.jpg""); width: 671px;"
"1740032315-4928","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-bambilor-4511049","150","3 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4511049_uploaded_image2_1703289230.jpeg""); width: 671px;"
"1740032318-4929","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-400m-saly-4556602","400 m2","35 000 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4556602_uploaded_image1_1705874568.jpg""); width: 671px;"
"1740032323-4930","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-2ha-ouest-foire-4557154","20000","Prix sur demande","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4557154_uploaded_image1_1705916489.jpg""); width: 671px;"
"1740032331-4931","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-500m-ngaparou-4557258","500","33 000 000 CFA","Ngaparou, Sénégal","background-image: url(""https://images.coinafrique.com/4557258_uploaded_image2_1705919025.jpeg""); width: 671px;"
"1740032339-4932","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-200-m-dakar-4557303","200","8 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4557303_uploaded_image1_1705920775.jpg""); width: 671px;"
"1740032346-4933","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300m-saly-4557513","300","35 000 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4557513_uploaded_image1_1705926057.jpg""); width: 671px;"
"1740032349-4934","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-nlague-4557712","150 m2","7 500 000 CFA","Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4557712_uploaded_image1_1705930318.jpg""); width: 671px;"
"1740032354-4935","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-parcelle-assainies-4557795","150","60 000 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4557795_uploaded_image1_1705931955.jpg""); width: 671px;"
"1740032358-4936","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-225m-thies-4558198","225","1 000 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4558198_uploaded_image1_1705949707.jpg""); width: 671px;"
"1740032362-4937","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300m-dakar-4558483","300","100 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4558483_uploaded_image2_1705967050.jpeg""); width: 671px;"
"1740032388-4938","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-rufisque-sortie-9-4558515","150","15 000 000 CFA","Rufisque, Sénégal",""
"1740032391-4939","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-300m-diamniadio-4515307","150","5 000 000 CFA","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/4515307_uploaded_image1_1703643943.jpg""); width: 671px;"
"1740032393-4940","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300m-malikounda-4559152","300","5 000 000 CFA","Malikounda, Sénégal","background-image: url(""https://images.coinafrique.com/4559152_uploaded_image1_1706014811.jpg""); width: 671px;"
"1740032396-4941","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-ndiaye-lo-4559219","150 m2","6 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4559219_uploaded_image1_1706016650.jpg""); width: 671px;"
"1740032422-4942","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-3-lots-vdn-4516534","150 m2","Prix sur demande","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4516534_uploaded_image2_1703705521.jpeg""); width: 671px;"
"1740032425-4943","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-200m-almadies-boa-4559819","200 m2","90 000 000 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4559819_uploaded_image1_1706044271.jpg""); width: 671px;"
"1740032429-4944","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-500m-keur-massar-4559830","200 m2","75 000 CFA","Almadies 2, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4559830_uploaded_image1_1706044874.jpg""); width: 671px;"
"1740032432-4945","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-516m-saint-louis-4559832","516","200 000 000 CFA","Saint Louis, Sénégal","background-image: url(""https://images.coinafrique.com/4559832_uploaded_image1_1706045041.jpg""); width: 671px;"
"1740032435-4946","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-200m-citee-zac-thies-4516617","200 m2","15 000 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4516617_uploaded_image1_1703710252.jpg""); width: 671px;"
"1740032440-4947","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-commercial-170m-keur-massar-4516622","170 m2","3 000 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4516622_uploaded_image1_1703710750.jpg""); width: 671px;"
"1740032444-4948","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-tf-niaga-4516838","150 m2","15 000 000 CFA","Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4516838_uploaded_image1_1703724816.jpg""); width: 671px;"
"1740032448-4949","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-pate-doie-bulldeuse-4560036","6","Prix sur demande","Sicap foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4560036_uploaded_image1_1706061985.jpg""); width: 671px;"
"1740032453-4950","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-6-ha-thies-4560192","60000","15 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4560192_uploaded_image1_1706082860.jpg""); width: 671px;"
"1740032456-4951","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-agricole-400m-thies-4560520","400 m2","4 500 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4560520_uploaded_image1_1706096288.jpg""); width: 671px;"
"1740032459-4952","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-800-m-thiaroye-4560620","800 m2","150 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4560620_uploaded_image1_1706100164.jpg""); width: 671px;"
"1740032462-4953","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-225m-ndiass-4560949","225","4 000 000 CFA","Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/4560949_uploaded_image1_1706109826.jpg""); width: 671px;"
"1740032466-4954","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-2-ha-700-m-bayakh-4517745","20700 m2","20 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4517745_uploaded_image1_1703776467.jpg""); width: 671px;"
"1740032469-4955","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-337m-keur-gorgui-4561427","376","415 000 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4561427_uploaded_image1_1706130312.jpg""); width: 671px;"
"1740032475-4956","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-357m-onomo-4561577","357","310 000 000 CFA","Yoff, Dakar, Sénégal",""
"1740032483-4957","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-200m-yoff-4561582","200","90 000 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4561582_uploaded_image2_1706139987.jpeg""); width: 671px;"
"1740032487-4958","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/parcelles-10-lots-bambilor-4531659","150 m2","3 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4531659_uploaded_image1_1704587182.jpg""); width: 671px;"
"1740032494-4959","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-209m-a-diamniadio-4537933","209 m2","8 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4537933_uploaded_image2_1704889509.jpeg""); width: 671px;"
"1740032497-4960","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-300m-mbour-4562414","300","3 500 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4562414_uploaded_image1_1706188611.jpg""); width: 671px;"
"1740032500-4961","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-280m-mermoz-sacre-coeur-4515175","280","270 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4515175_uploaded_image1_1703633460.jpg""); width: 671px;"
"1740032503-4962","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-2-ha-diass-4562937","20000 m2","36 000 000 CFA","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/4562937_uploaded_image1_1706205735.jpg""); width: 671px;"
"1740032507-4963","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-keur-massar-4548851","150 m2","15 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4548851_uploaded_image1_1705451662.jpg""); width: 671px;"
"1740032513-4964","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-keur-massar-4548880","150 m2","16 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4548880_uploaded_image2_1705455235.jpeg""); width: 671px;"
"1740032522-4965","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-bambilor-4563517","150 m2","12 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4563517_uploaded_image1_1706256485.jpg""); width: 671px;"
"1740032527-4966","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4563659","150","6 000 000 CFA","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/4563659_uploaded_image1_1706262326.jpg""); width: 671px;"
"1740032531-4967","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-500m-mbour-4563756","500 m2","30 000 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4563756_uploaded_image1_1706267095.jpg""); width: 671px;"
"1740032538-4968","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4563940","300","55 000 000 CFA","Mbour, Sénégal",""
"1740032542-4969","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-commercial-187m-yoff-onomo-4564223","187 m2","115 000 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4564223_uploaded_image1_1706286077.jpg""); width: 671px;"
"1740032545-4970","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-mbour-4564299","150 m2","8 500 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4564299_uploaded_image1_1706289092.jpg""); width: 671px;"
"1740032557-4971","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-6000m-niague-4534366","6000 m2","205 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4534366_uploaded_image2_1704736598.jpeg""); width: 671px;"
"1740032563-4972","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-corniche-des-almadies-4564843","1200 m2","Prix sur demande","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4564843_uploaded_image2_1706329939.jpeg""); width: 671px;"
"1740032567-4973","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-dakar-4564973","150","16 500 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4564973_uploaded_image1_1706347918.jpg""); width: 671px;"
"1740032571-4974","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-25-hectares-daga-kholpa-4565141","26341 m2","30 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4565141_uploaded_image1_1706354966.jpg""); width: 671px;"
"1740032574-4975","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300m-saly-4565172","300","16 000 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4565172_uploaded_image1_1706355764.jpg""); width: 671px;"
"1740032579-4976","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-2-hectares-mbour-4565174","17700 m2","40 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4565174_uploaded_image1_1706355792.jpg""); width: 671px;"
"1740032583-4977","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-tf-dakar-4565513","","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4565513_uploaded_image1_1706373514.jpg""); width: 671px;"
"1740032590-4978","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-200m-mamelles-4565925","200","140 000 000 CFA","Mamelles, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4565925_uploaded_image2_1715554921.jpeg""); width: 671px;"
"1740032595-4979","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-200m-cite-safco-4565947","210 m2","Prix sur demande","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4565947_uploaded_image1_1706406413.jpg""); width: 671px;"
"1740032601-4980","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/parcelle-ndiawdoun-4566289","320 m2","3 500 000 CFA","Saint Louis, Sénégal","background-image: url(""https://images.coinafrique.com/4566289_uploaded_image1_1706444272.jpg""); width: 671px;"
"1740032606-4981","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-mbour-4566844","300","9 900 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4566844_uploaded_image1_1706475376.jpg""); width: 671px;"
"1740032613-4982","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain150m-sangualkame-4520756","150","9 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4520756_uploaded_image2_1703967309.jpeg""); width: 671px;"
"1740032624-4983","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-200m-zac-mbao-4520794","200","35 000 000 CFA","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4520794_uploaded_image2_1703971981.jpeg""); width: 671px;"
"1740032629-4984","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-256m-reubeuss-4566999","256 m2","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4566999_uploaded_image1_1706486381.jpg""); width: 671px;"
"1740032633-4985","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-niaga-4567053","150","6 000 000 CFA","Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4567053_uploaded_image1_1706495511.jpg""); width: 671px;"
"1740032638-4986","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-200m-mamelles-4521579","200","105 000 000 CFA","Mamelles, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4521579_uploaded_image1_1704054175.jpg""); width: 671px;"
"1740032649-4987","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mamelle-4521595","300","320 000 000 CFA","Mamelles, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4521595_uploaded_image2_1704054998.jpeg""); width: 671px;"
"1740032657-4988","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-sicap-liberte-4568793","4","260 000 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4568793_uploaded_image2_1706606243.jpeg""); width: 671px;"
"1740032666-4989","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-10000-m-sandiara-mbour-4524598","10000","6 000 000 CFA","Mbour, Sénégal",""
"1740032669-4990","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4569315","150","7 000 000 CFA","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/4569315_uploaded_image1_1706622789.jpg""); width: 671px;"
"1740032672-4991","https://sn.coinafrique.com/categorie/terrains?page=26","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-angle-keur-ndiaye-lo-4522002","150","11 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4522002_uploaded_image1_1704114491.jpg""); width: 671px;"
"1740032695-4992","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-600-m2-toubab-dialao-4522005","600","25 000 000 CFA","Toubab Dialao, Sénégal","background-image: url(""https://images.coinafrique.com/4522005_uploaded_image1_1704114704.jpg""); width: 671px;"
"1740032699-4993","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-bambilor-4522011","150","3 500 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4522011_uploaded_image1_1704114852.jpg""); width: 671px;"
"1740032703-4994","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-massar-4569534","200 m2","75 000 CFA","Almadies 2, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4569534_uploaded_image1_1706631271.jpg""); width: 671px;"
"1740032707-4995","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-yoff-4569542","200 m2","400 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4569542_uploaded_image1_1706631785.jpg""); width: 671px;"
"1740032711-4996","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-225m-keur-balla-4529550","225","1 800 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4529550_uploaded_image1_1704484876.jpg""); width: 671px;"
"1740032716-4997","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-ndiaye-lo-4529569","150","11 500 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4529569_uploaded_image1_1704485764.jpg""); width: 671px;"
"1740032720-4998","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-lac-rose-deni-birame-ndao-4570026","150","4 500 000 CFA","Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/4570026_uploaded_image1_1706656870.jpg""); width: 671px;"
"1740032724-4999","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-dakar-4570088","150","45 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4570088_uploaded_image1_1706660301.jpg""); width: 671px;"
"1740032731-5000","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4570632","300","4 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4570632_uploaded_image2_1711448203.jpeg""); width: 671px;"
"1740032736-5001","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-225m-mbao-4570641","225","30 000 000 CFA","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4570641_uploaded_image1_1706698614.jpg""); width: 671px;"
